,year,month,day,revenuePerDay,arrival_date,label
503,2016,11,15,10942.461174989998,2016-11-15,1.0
504,2016,11,16,18350.377493597,2016-11-16,1.0
505,2016,11,17,19248.238959944007,2016-11-17,1.0
506,2016,11,18,27952.424625709016,2016-11-18,2.0
507,2016,11,19,23188.11660706299,2016-11-19,2.0
508,2016,11,20,15854.258529380999,2016-11-20,1.0
509,2016,11,21,25851.780576200006,2016-11-21,2.0
510,2016,11,22,8337.831265584002,2016-11-22,0.0
511,2016,11,23,10906.345307729003,2016-11-23,1.0
512,2016,11,24,15272.130203928002,2016-11-24,1.0
513,2016,11,25,21702.858392506012,2016-11-25,2.0
514,2016,11,26,14874.32334627,2016-11-26,1.0
515,2016,11,27,15345.34019572,2016-11-27,1.0
516,2016,11,28,13746.310448486001,2016-11-28,1.0
517,2016,11,29,8290.724605947,2016-11-29,0.0
518,2016,11,30,8680.132605249,2016-11-30,0.0
519,2016,12,1,18255.6620907,2016-12-01,1.0
520,2016,12,2,19889.133447482007,2016-12-02,1.0
521,2016,12,3,27734.002145529008,2016-12-03,2.0
522,2016,12,4,15142.26020588,2016-12-04,1.0
523,2016,12,5,23293.063788143012,2016-12-05,2.0
524,2016,12,6,9887.11949462,2016-12-06,0.0
525,2016,12,7,13076.613595462006,2016-12-07,1.0
526,2016,12,8,32749.329807101007,2016-12-08,3.0
527,2016,12,9,12763.634430764003,2016-12-09,1.0
528,2016,12,10,12553.820288814,2016-12-10,1.0
529,2016,12,11,4645.8466607539995,2016-12-11,0.0
530,2016,12,12,7205.102359854998,2016-12-12,0.0
531,2016,12,13,8613.901767239997,2016-12-13,0.0
532,2016,12,14,9069.443959979002,2016-12-14,0.0
533,2016,12,15,7606.9067419170005,2016-12-15,0.0
534,2016,12,16,10168.094048525994,2016-12-16,1.0
535,2016,12,17,15256.199003792004,2016-12-17,1.0
536,2016,12,18,14338.979064907997,2016-12-18,1.0
537,2016,12,19,13172.233161662996,2016-12-19,1.0
538,2016,12,20,12387.070767598005,2016-12-20,1.0
539,2016,12,21,17694.654944825998,2016-12-21,1.0
540,2016,12,22,23733.342579966,2016-12-22,2.0
541,2016,12,23,22451.245308962007,2016-12-23,2.0
542,2016,12,24,28179.654081699995,2016-12-24,2.0
543,2016,12,25,16098.78200495,2016-12-25,1.0
544,2016,12,26,20519.025493282,2016-12-26,2.0
545,2016,12,27,33983.28230432401,2016-12-27,3.0
546,2016,12,28,33209.196885056,2016-12-28,3.0
547,2016,12,29,29442.18797139901,2016-12-29,2.0
548,2016,12,30,60518.61372066203,2016-12-30,6.0
549,2016,12,31,19899.826441160003,2016-12-31,1.0
550,2017,01,1,21081.900780824002,2017-01-01,2.0
551,2017,01,2,30312.212279969994,2017-01-02,3.0
552,2017,01,3,18325.332717240002,2017-01-03,1.0
553,2017,01,4,10933.459321243003,2017-01-04,1.0
554,2017,01,5,11651.146746539998,2017-01-05,1.0
555,2017,01,6,14504.551997714001,2017-01-06,1.0
556,2017,01,7,16545.193695661997,2017-01-07,1.0
557,2017,01,8,14248.767392781998,2017-01-08,1.0
558,2017,01,9,11436.780385381004,2017-01-09,1.0
559,2017,01,10,6247.731641451999,2017-01-10,0.0
560,2017,01,11,7945.93076418,2017-01-11,0.0
561,2017,01,12,12597.004223429993,2017-01-12,1.0
562,2017,01,13,10814.434027655001,2017-01-13,1.0
563,2017,01,14,15757.825200310997,2017-01-14,1.0
564,2017,01,15,19909.56713603299,2017-01-15,1.0
565,2017,01,16,30120.532933289982,2017-01-16,3.0
566,2017,01,17,7675.921852438,2017-01-17,0.0
567,2017,01,18,22921.683725391995,2017-01-18,2.0
568,2017,01,19,21822.612629511998,2017-01-19,2.0
569,2017,01,20,10878.652109695999,2017-01-20,1.0
570,2017,01,21,14021.140548762998,2017-01-21,1.0
571,2017,01,22,19550.304081789993,2017-01-22,1.0
572,2017,01,23,15088.678365810001,2017-01-23,1.0
573,2017,01,24,9118.03932029,2017-01-24,0.0
574,2017,01,25,16346.920430760998,2017-01-25,1.0
575,2017,01,26,12399.84522507,2017-01-26,1.0
576,2017,01,27,17875.017916492998,2017-01-27,1.0
577,2017,01,28,13168.232261668007,2017-01-28,1.0
578,2017,01,29,13356.635935139997,2017-01-29,1.0
579,2017,01,30,14933.176381225003,2017-01-30,1.0
580,2017,01,31,7582.440215264001,2017-01-31,0.0
581,2017,02,1,6966.1231513560015,2017-02-01,0.0
582,2017,02,2,22788.156403668003,2017-02-02,2.0
583,2017,02,3,7778.4132334,2017-02-03,0.0
584,2017,02,4,22630.717277295007,2017-02-04,2.0
585,2017,02,5,25949.455587497992,2017-02-05,2.0
586,2017,02,6,16026.230394376997,2017-02-06,1.0
587,2017,02,7,9285.699361129002,2017-02-07,0.0
588,2017,02,8,11405.780026890003,2017-02-08,1.0
589,2017,02,9,23093.873002446002,2017-02-09,2.0
590,2017,02,10,22176.706009709997,2017-02-10,2.0
591,2017,02,11,20257.999765354,2017-02-11,2.0
592,2017,02,12,36598.97361132501,2017-02-12,3.0
593,2017,02,13,34947.11764643002,2017-02-13,3.0
594,2017,02,14,14546.876319613997,2017-02-14,1.0
595,2017,02,15,23461.937718349996,2017-02-15,2.0
596,2017,02,16,20243.604360903995,2017-02-16,2.0
597,2017,02,17,21695.180668785997,2017-02-17,2.0
598,2017,02,18,22940.843256233995,2017-02-18,2.0
599,2017,02,19,30116.788528011,2017-02-19,3.0
600,2017,02,20,27538.198654103006,2017-02-20,2.0
601,2017,02,21,12863.379828174002,2017-02-21,1.0
602,2017,02,22,20607.342256894004,2017-02-22,2.0
603,2017,02,23,18433.774515138,2017-02-23,1.0
604,2017,02,24,18010.861244246,2017-02-24,1.0
605,2017,02,25,33647.366728476,2017-02-25,3.0
606,2017,02,26,39535.75657904,2017-02-26,3.0
607,2017,02,27,26057.37775300999,2017-02-27,2.0
608,2017,02,28,11082.350891616,2017-02-28,1.0
609,2017,03,1,12952.228086837002,2017-03-01,1.0
610,2017,03,2,29760.288188956012,2017-03-02,2.0
611,2017,03,3,20209.04346666999,2017-03-03,2.0
612,2017,03,4,15544.649663442999,2017-03-04,1.0
613,2017,03,5,35127.056529531015,2017-03-05,3.0
614,2017,03,6,27461.22980489999,2017-03-06,2.0
615,2017,03,7,18843.305162014,2017-03-07,1.0
616,2017,03,8,14715.426616046003,2017-03-08,1.0
617,2017,03,9,17376.510859566,2017-03-09,1.0
618,2017,03,10,29097.814750935002,2017-03-10,2.0
619,2017,03,11,21373.812417536996,2017-03-11,2.0
620,2017,03,12,25266.740585630992,2017-03-12,2.0
621,2017,03,13,31613.162622120002,2017-03-13,3.0
622,2017,03,14,18325.974273901997,2017-03-14,1.0
623,2017,03,15,19879.15487980699,2017-03-15,1.0
624,2017,03,16,27455.168637053004,2017-03-16,2.0
625,2017,03,17,22862.609232605995,2017-03-17,2.0
626,2017,03,18,22910.177677948992,2017-03-18,2.0
627,2017,03,19,36892.170886272994,2017-03-19,3.0
628,2017,03,20,32573.411425820002,2017-03-20,3.0
629,2017,03,21,12938.719166313997,2017-03-21,1.0
630,2017,03,22,15335.601127300002,2017-03-22,1.0
631,2017,03,23,21218.713748954,2017-03-23,2.0
632,2017,03,24,25824.322467477996,2017-03-24,2.0
633,2017,03,25,24410.167606060004,2017-03-25,2.0
634,2017,03,26,32110.801638901983,2017-03-26,3.0
635,2017,03,27,26217.381379336995,2017-03-27,2.0
636,2017,03,28,16185.177703432,2017-03-28,1.0
637,2017,03,29,24002.25552546299,2017-03-29,2.0
638,2017,03,30,33095.297394822,2017-03-30,3.0
639,2017,03,31,36062.10316530999,2017-03-31,3.0
