,year,month,day,hotel,adr,stays_in_weekend_nights,stays_in_week_nights,revenuePerOrder
16811,2015,11,2,Resort Hotel,12.95272861,3,10,168.38547193
16812,2015,11,2,Resort Hotel,11.54353399,3,10,150.06594187000002
16813,2015,11,2,Resort Hotel,12.28053025,3,10,159.64689325
16814,2015,11,2,Resort Hotel,30.38274388,3,7,303.8274388
16815,2015,11,2,Resort Hotel,32.11944321,2,5,224.83610247000001
16816,2015,11,2,Resort Hotel,30.19938266,2,5,211.39567862
16818,2015,11,2,Resort Hotel,19.019547600000003,2,5,133.1368332
16819,2015,11,2,Resort Hotel,24.48529644,2,5,171.39707507999998
16820,2015,11,2,Resort Hotel,34.31818291,2,5,240.22728037
16821,2015,11,2,Resort Hotel,-20.71517599,1,5,-124.29105593999999
16824,2015,11,2,Resort Hotel,63.60280387,1,5,381.61682322
16825,2015,11,2,Resort Hotel,1.516349814,5,10,22.74524721
16826,2015,11,2,Resort Hotel,56.66344029999999,5,10,849.9516044999998
16827,2015,11,2,Resort Hotel,40.4363883,5,10,606.5458245
16828,2015,11,2,City Hotel,66.08773384,1,4,330.4386692
16830,2015,11,2,Resort Hotel,30.763885700000003,5,10,461.45828550000004
16831,2015,11,2,Resort Hotel,-22.38089732,3,10,-290.95166516
16832,2015,11,2,Resort Hotel,46.22381023,1,1,92.44762046
16833,2015,11,2,City Hotel,128.0898172,1,1,256.1796344
16834,2015,11,2,Resort Hotel,25.95937552,1,1,51.91875104
16835,2015,11,2,City Hotel,109.31750600000001,1,3,437.27002400000003
16836,2015,11,2,City Hotel,71.47944789,1,4,357.39723945000003
16837,2015,11,2,City Hotel,84.64201325,1,1,169.2840265
16838,2015,11,2,City Hotel,73.78567854,1,4,368.9283927
16839,2015,11,2,City Hotel,79.79523859999999,1,2,239.38571579999996
16840,2015,11,2,City Hotel,112.68534369999999,1,2,338.0560311
16842,2015,11,2,City Hotel,41.81748988,1,2,125.45246963999999
16843,2015,11,2,City Hotel,125.94184609999999,1,2,377.82553829999995
16844,2015,11,2,City Hotel,71.90520841,1,2,215.71562523
16845,2015,11,2,City Hotel,61.62432711,1,3,246.49730844
16846,2015,11,2,City Hotel,61.26789822,1,5,367.60738932
16850,2015,11,2,Resort Hotel,48.32123655,1,0,48.32123655
16854,2015,11,2,City Hotel,53.26287378,1,3,213.05149512
16855,2015,11,2,City Hotel,41.85586157,2,5,292.99103099
16858,2015,11,2,City Hotel,106.5661281,1,3,426.2645124
16860,2015,11,2,City Hotel,108.25092930000001,1,4,541.2546465
16865,2015,11,2,City Hotel,53.38586689,1,3,213.54346756
16866,2015,11,2,City Hotel,88.08332711,1,0,88.08332711
16867,2015,11,2,City Hotel,107.98609640000002,1,0,107.98609640000002
16868,2015,11,2,City Hotel,104.7385398,1,0,104.7385398
16869,2015,11,2,Resort Hotel,-4.876266676,3,10,-63.391466788
16870,2015,11,3,Resort Hotel,30.83113405,0,1,30.83113405
16871,2015,11,3,Resort Hotel,32.73894097,0,2,65.47788194
16872,2015,11,3,Resort Hotel,32.82023742,2,10,393.84284904
16873,2015,11,3,Resort Hotel,24.40701019,0,2,48.81402038
16874,2015,11,3,Resort Hotel,28.99840203,0,1,28.99840203
16875,2015,11,3,Resort Hotel,26.56752241,0,2,53.13504482
16876,2015,11,3,Resort Hotel,32.40340306,0,1,32.40340306
16877,2015,11,3,Resort Hotel,35.59337281,0,2,71.18674562
16878,2015,11,3,Resort Hotel,25.12148237,0,2,50.24296474
16879,2015,11,3,Resort Hotel,43.12494073,0,3,129.37482219
16880,2015,11,3,Resort Hotel,62.3832345,0,3,187.1497035
16881,2015,11,3,Resort Hotel,39.09548109,0,1,39.09548109
16882,2015,11,3,Resort Hotel,-13.42887962,0,3,-40.28663886
16883,2015,11,3,Resort Hotel,32.07850139999999,0,1,32.07850139999999
16884,2015,11,3,Resort Hotel,27.5580252,0,2,55.1160504
16886,2015,11,3,City Hotel,67.19662513,0,4,268.78650052
16887,2015,11,3,City Hotel,108.20926180000001,0,1,108.20926180000001
16888,2015,11,3,City Hotel,105.3683014,0,2,210.7366028
16889,2015,11,3,Resort Hotel,2.439026328,3,10,31.707342264
16890,2015,11,3,Resort Hotel,1.579302363,3,10,20.530930719
16891,2015,11,3,City Hotel,80.41089974,0,2,160.82179948
16892,2015,11,3,Resort Hotel,22.10810777,3,10,287.40540101
16893,2015,11,3,Resort Hotel,-13.28253658,3,10,-172.67297554
16894,2015,11,3,Resort Hotel,45.55878693,3,10,592.26423009
16895,2015,11,3,City Hotel,73.03027781,0,2,146.06055562
16896,2015,11,3,Resort Hotel,5.764947892,3,10,74.944322596
16897,2015,11,3,Resort Hotel,4.944696672,3,10,64.281056736
16898,2015,11,3,Resort Hotel,9.165552006,3,10,119.15217607800001
16899,2015,11,3,City Hotel,49.37713311,0,2,98.75426622
16900,2015,11,3,City Hotel,67.08426874,0,3,201.25280622
16901,2015,11,3,Resort Hotel,-39.19354905,4,11,-587.90323575
16902,2015,11,3,City Hotel,39.45336476,0,3,118.36009428
16903,2015,11,3,City Hotel,63.11578301,0,3,189.34734903
16904,2015,11,3,Resort Hotel,28.46674638,2,5,199.26722466
16905,2015,11,3,City Hotel,49.42382751,0,4,197.69531004
16906,2015,11,3,City Hotel,85.72026113,0,4,342.88104452
16908,2015,11,3,City Hotel,91.42978574,0,5,457.1489287
16909,2015,11,3,City Hotel,45.59305588,0,5,227.96527940000001
16910,2015,11,3,City Hotel,84.81054997,1,5,508.86329981999995
16911,2015,11,3,City Hotel,60.828002100000006,0,3,182.48400630000003
16912,2015,11,3,Resort Hotel,10.78857892,3,10,140.25152596
16913,2015,11,3,Resort Hotel,23.74757782,3,10,308.71851166
16914,2015,11,3,Resort Hotel,-3.804786747,0,0,-0.0
16915,2015,11,3,City Hotel,84.5521986,0,2,169.1043972
16916,2015,11,3,Resort Hotel,30.97593089,0,4,123.90372356
16917,2015,11,3,Resort Hotel,10.60962771,0,4,42.43851084
16919,2015,11,3,Resort Hotel,18.14352393,3,10,235.86581109000002
16920,2015,11,3,Resort Hotel,10.29941213,0,4,41.19764852
16921,2015,11,3,Resort Hotel,19.63184112,0,3,58.89552336
16922,2015,11,3,Resort Hotel,33.76579201,0,3,101.29737603
16923,2015,11,3,Resort Hotel,38.08319541,0,2,76.16639082
16924,2015,11,3,Resort Hotel,-12.88595731,2,10,-154.63148772
16926,2015,11,3,Resort Hotel,52.96146947,3,10,688.49910311
16927,2015,11,3,Resort Hotel,33.63709016,0,2,67.27418032
16928,2015,11,3,Resort Hotel,42.02153505,0,1,42.02153505
16929,2015,11,3,Resort Hotel,12.68104025,0,4,50.724161
16931,2015,11,3,Resort Hotel,-11.89096937,3,10,-154.58260181
16932,2015,11,3,Resort Hotel,53.12694699,0,1,53.12694699
16933,2015,11,3,Resort Hotel,41.1164159,0,1,41.1164159
16934,2015,11,3,Resort Hotel,7.364846019,3,10,95.742998247
16935,2015,11,3,Resort Hotel,40.0282595,0,1,40.0282595
16936,2015,11,3,Resort Hotel,52.46353669,3,10,682.02597697
16937,2015,11,3,City Hotel,99.92310069999999,0,1,99.92310069999999
16938,2015,11,3,Resort Hotel,39.24528003,0,1,39.24528003
16939,2015,11,3,City Hotel,82.53413338,0,1,82.53413338
16940,2015,11,4,City Hotel,45.47764584,0,4,181.91058336
16943,2015,11,4,City Hotel,45.16876496,0,4,180.67505984
16945,2015,11,4,City Hotel,87.3690575,0,1,87.3690575
16948,2015,11,4,Resort Hotel,33.80007253,0,1,33.80007253
16949,2015,11,4,City Hotel,81.8810436,0,4,327.5241744
16958,2015,11,4,City Hotel,109.9287668,1,4,549.643834
16959,2015,11,4,City Hotel,86.62576335,1,4,433.12881675
16960,2015,11,4,City Hotel,75.86839138,0,4,303.47356552
16961,2015,11,4,City Hotel,146.1160366,0,4,584.4641464
16962,2015,11,4,City Hotel,100.53500090000001,0,1,100.53500090000001
16964,2015,11,4,City Hotel,95.33583073,0,1,95.33583073
16965,2015,11,4,City Hotel,105.17152240000001,0,1,105.17152240000001
16966,2015,11,4,City Hotel,93.98041026,0,1,93.98041026
16967,2015,11,4,City Hotel,97.82119467,0,2,195.64238934
16968,2015,11,4,City Hotel,100.22334790000001,0,2,200.44669580000001
16969,2015,11,4,City Hotel,100.40634870000001,0,2,200.81269740000002
16970,2015,11,4,City Hotel,74.3750709,0,1,74.3750709
16971,2015,11,4,City Hotel,93.57442835,0,1,93.57442835
16973,2015,11,4,City Hotel,52.97230016,0,3,158.91690048
16974,2015,11,4,City Hotel,96.46074327,0,4,385.84297308
16975,2015,11,4,City Hotel,51.17590083,0,3,153.52770249000002
16977,2015,11,4,City Hotel,59.48785801,0,3,178.46357403
16978,2015,11,4,City Hotel,99.99430619,0,3,299.98291857000004
16979,2015,11,4,City Hotel,102.1435853,0,3,306.4307559
16980,2015,11,4,City Hotel,88.10613245,0,1,88.10613245
16984,2015,11,4,City Hotel,121.1443152,0,1,121.1443152
16986,2015,11,4,City Hotel,59.18802649,0,3,177.56407947
16988,2015,11,4,City Hotel,77.94105222,1,4,389.70526110000003
16989,2015,11,4,Resort Hotel,27.07906257,2,9,297.86968827000004
16990,2015,11,4,Resort Hotel,28.22709667,0,1,28.22709667
16991,2015,11,4,Resort Hotel,29.37082683,0,1,29.37082683
16992,2015,11,4,City Hotel,90.4769117,1,4,452.3845585
16993,2015,11,4,Resort Hotel,19.82168479,0,1,19.82168479
16994,2015,11,4,Resort Hotel,33.02869414,0,2,66.05738828
16997,2015,11,4,Resort Hotel,31.26451612,0,2,62.52903224
16998,2015,11,4,Resort Hotel,30.16356437,0,2,60.32712874
17000,2015,11,4,Resort Hotel,28.56817523,0,2,57.13635046
17001,2015,11,4,Resort Hotel,31.73912942,0,2,63.47825884
17002,2015,11,4,Resort Hotel,31.34587355,3,9,376.15048260000003
17003,2015,11,4,Resort Hotel,55.21750443,0,1,55.21750443
17004,2015,11,4,City Hotel,7.3849895320000005,0,0,0.0
17005,2015,11,4,Resort Hotel,25.89687059,0,3,77.69061177
17006,2015,11,4,Resort Hotel,29.12617541,0,1,29.12617541
17007,2015,11,4,City Hotel,72.69724017,0,1,72.69724017
17008,2015,11,4,Resort Hotel,27.45089473,0,2,54.90178946
17009,2015,11,5,Resort Hotel,16.382676800000002,2,8,163.82676800000002
17010,2015,11,5,City Hotel,109.3338817,0,1,109.3338817
17011,2015,11,5,Resort Hotel,98.42088955,2,4,590.5253373
17012,2015,11,5,City Hotel,2.1396427019999997,0,1,2.1396427019999997
17013,2015,11,5,City Hotel,4.084224842,0,1,4.084224842
17014,2015,11,5,City Hotel,99.94531385,0,2,199.8906277
17015,2015,11,5,City Hotel,101.1431458,0,1,101.1431458
17016,2015,11,5,Resort Hotel,40.56370020000001,0,2,81.12740040000001
17017,2015,11,5,City Hotel,94.74604779,0,2,189.49209558
17018,2015,11,5,Resort Hotel,21.7649889,2,8,217.64988899999997
17019,2015,11,5,Resort Hotel,47.29547639,0,3,141.88642916999999
17020,2015,11,5,Resort Hotel,2.47765371,2,8,24.7765371
17021,2015,11,5,City Hotel,108.2737866,0,2,216.5475732
17022,2015,11,5,Resort Hotel,108.4877322,2,4,650.9263932
17023,2015,11,5,City Hotel,76.28536157,0,1,76.28536157
17024,2015,11,5,City Hotel,2.8735346689999997,0,1,2.8735346689999997
17025,2015,11,5,Resort Hotel,40.45482649,0,1,40.45482649
17026,2015,11,5,Resort Hotel,29.64905019,2,8,296.4905019
17029,2015,11,5,Resort Hotel,9.651860436,2,8,96.51860436
17030,2015,11,5,Resort Hotel,28.471612300000004,1,3,113.88644920000002
17031,2015,11,5,City Hotel,88.63223435,0,1,88.63223435
17032,2015,11,5,Resort Hotel,59.01233651,1,3,236.04934604
17033,2015,11,5,City Hotel,103.8344927,0,2,207.6689854
17034,2015,11,5,Resort Hotel,28.52108445,0,1,28.52108445
17036,2015,11,5,Resort Hotel,38.27861199,0,1,38.27861199
17037,2015,11,5,Resort Hotel,32.1205488,0,1,32.1205488
17038,2015,11,5,City Hotel,66.29408975,0,1,66.29408975
17039,2015,11,5,Resort Hotel,28.09251041,1,3,112.37004164
17040,2015,11,5,City Hotel,97.38941005,0,2,194.7788201
17041,2015,11,5,City Hotel,89.20476905,0,2,178.4095381
17042,2015,11,5,City Hotel,122.4427483,2,3,612.2137415
17043,2015,11,5,City Hotel,75.50021002,2,3,377.5010501
17044,2015,11,5,City Hotel,89.7319831,0,3,269.1959493
17045,2015,11,5,Resort Hotel,42.68519382,0,1,42.68519382
17046,2015,11,5,Resort Hotel,30.97831873,0,1,30.97831873
17047,2015,11,5,City Hotel,88.11548911,0,2,176.23097822
17048,2015,11,5,City Hotel,45.11404153,1,3,180.45616612
17049,2015,11,5,City Hotel,131.1763773,2,3,655.8818865000001
17050,2015,11,5,City Hotel,52.16224535,1,3,208.6489814
17051,2015,11,5,City Hotel,0.7195461009999999,0,2,1.4390922019999999
17052,2015,11,5,City Hotel,81.68327959999999,0,2,163.36655919999998
17053,2015,11,5,City Hotel,56.67976626,1,3,226.71906504
17054,2015,11,5,Resort Hotel,56.46840933,0,1,56.46840933
17055,2015,11,5,Resort Hotel,14.45484536,0,1,14.45484536
17056,2015,11,5,City Hotel,69.97253615,0,2,139.9450723
17057,2015,11,5,City Hotel,71.2563952,0,2,142.5127904
17058,2015,11,5,City Hotel,24.18146913,0,3,72.54440739
17059,2015,11,5,City Hotel,68.81096091,0,1,68.81096091
17060,2015,11,5,City Hotel,98.53950536,0,2,197.07901072
17061,2015,11,5,City Hotel,85.95932179,0,3,257.87796537
17062,2015,11,5,City Hotel,96.51734834,0,2,193.03469668
17063,2015,11,5,City Hotel,98.06916398,0,3,294.20749194
17064,2015,11,5,City Hotel,106.17962040000002,0,3,318.53886120000004
17065,2015,11,5,City Hotel,65.4407333,2,4,392.64439980000003
17066,2015,11,5,City Hotel,41.26902328,0,3,123.80706984
17069,2015,11,6,Resort Hotel,51.47852915,0,2,102.9570583
17070,2015,11,6,Resort Hotel,20.1880172,0,1,20.1880172
17071,2015,11,6,City Hotel,57.01126901,1,2,171.03380703
17074,2015,11,6,City Hotel,69.58046862,2,3,347.90234310000005
17076,2015,11,6,City Hotel,66.93721077,1,2,200.81163231
17077,2015,11,6,City Hotel,59.18949596,1,2,177.56848788000002
17078,2015,11,6,City Hotel,63.15687142,1,2,189.47061426
17080,2015,11,6,Resort Hotel,16.71614293,2,7,150.44528637
17081,2015,11,6,Resort Hotel,32.95703604,4,7,362.52739643999996
17082,2015,11,6,Resort Hotel,34.92696282,4,7,384.19659102
17083,2015,11,6,Resort Hotel,9.417642009,0,2,18.835284018
17084,2015,11,6,Resort Hotel,85.10372547,0,1,85.10372547
17086,2015,11,6,Resort Hotel,45.61204827,0,2,91.22409654
17087,2015,11,6,Resort Hotel,61.0,0,1,61.0
17088,2015,11,6,Resort Hotel,30.75857934,0,1,30.75857934
17089,2015,11,6,Resort Hotel,39.04414149,0,1,39.04414149
17090,2015,11,6,Resort Hotel,69.0407541,0,2,138.0815082
17091,2015,11,6,Resort Hotel,9.266266948,2,2,37.065067792
17096,2015,11,6,Resort Hotel,25.10504958,2,7,225.94544622
17098,2015,11,6,Resort Hotel,25.27992482,4,7,278.07917302000004
17099,2015,11,6,Resort Hotel,27.71755041,4,7,304.89305451
17100,2015,11,6,Resort Hotel,-1.575453112,2,7,-14.179078008
17101,2015,11,6,City Hotel,47.01934831,1,2,141.05804493
17102,2015,11,6,City Hotel,96.03516846,0,1,96.03516846
17104,2015,11,6,City Hotel,97.80726156,2,2,391.22904624
17105,2015,11,6,City Hotel,84.45549985,1,2,253.36649955
17106,2015,11,6,City Hotel,55.09396282,1,2,165.28188846
17107,2015,11,6,City Hotel,83.94715817,1,2,251.84147450999998
17108,2015,11,6,City Hotel,100.1919302,1,2,300.5757906
17109,2015,11,6,City Hotel,100.9750729,1,2,302.9252187
17110,2015,11,6,City Hotel,114.7369889,2,2,458.9479556
17111,2015,11,6,City Hotel,65.59259898,1,2,196.77779694000003
17112,2015,11,6,City Hotel,65.13886579999999,1,2,195.41659739999997
17113,2015,11,6,City Hotel,105.06257649999999,1,2,315.1877295
17114,2015,11,6,City Hotel,62.43796717,1,2,187.31390151
17115,2015,11,6,City Hotel,61.39275456,1,2,184.17826368
17116,2015,11,6,City Hotel,73.78352815,1,2,221.35058444999999
17117,2015,11,6,City Hotel,74.04729909999999,1,2,222.14189729999998
17118,2015,11,6,City Hotel,73.53029906,1,2,220.59089718
17119,2015,11,6,City Hotel,57.5972985,1,2,172.7918955
17120,2015,11,6,City Hotel,60.61439033,2,2,242.45756132
17121,2015,11,6,City Hotel,65.23050103,2,2,260.92200412
17122,2015,11,6,Resort Hotel,50.50367179,2,7,454.53304611
17123,2015,11,6,Resort Hotel,45.23181706,2,7,407.08635354
17124,2015,11,6,Resort Hotel,6.665213037000001,2,7,59.98691733300001
17125,2015,11,6,Resort Hotel,41.21471825,2,7,370.93246424999995
17126,2015,11,6,Resort Hotel,19.63539907,2,7,176.71859163
17127,2015,11,6,Resort Hotel,28.18476774,2,7,253.66290966000003
17128,2015,11,6,Resort Hotel,22.71088077,2,5,158.97616539
17129,2015,11,6,Resort Hotel,59.74442772,0,2,119.48885544
17130,2015,11,6,Resort Hotel,65.81108763,0,2,131.62217526
17131,2015,11,6,Resort Hotel,74.62175401,0,2,149.24350802
17132,2015,11,6,Resort Hotel,45.39312102,0,1,45.39312102
17133,2015,11,6,City Hotel,47.52531138,2,7,427.72780242
17134,2015,11,6,Resort Hotel,47.47086764,0,1,47.47086764
17135,2015,11,6,Resort Hotel,32.99394741,0,1,32.99394741
17136,2015,11,6,City Hotel,120.09265819999999,2,2,480.37063279999995
17137,2015,11,6,City Hotel,60.15399206,1,2,180.46197618
17138,2015,11,6,City Hotel,66.97002396,1,2,200.91007188000003
17139,2015,11,6,City Hotel,86.55889861,2,2,346.23559444
17140,2015,11,6,City Hotel,78.47803396,0,2,156.95606792
17144,2015,11,6,City Hotel,77.35930121,0,2,154.71860242
17146,2015,11,6,City Hotel,69.92767407,1,2,209.78302220999998
17147,2015,11,6,City Hotel,56.78603592,1,2,170.35810776
17149,2015,11,6,City Hotel,79.07008366,0,2,158.14016732
17150,2015,11,6,City Hotel,59.10434069,1,2,177.31302207
17151,2015,11,6,City Hotel,65.89900378,1,2,197.69701134000002
17152,2015,11,6,City Hotel,59.42724366,1,2,178.28173098000002
17153,2015,11,6,City Hotel,44.34071224,1,2,133.02213672
17154,2015,11,6,City Hotel,52.28284684,1,2,156.84854052
17155,2015,11,6,City Hotel,48.69859124,1,2,146.09577372
17156,2015,11,6,City Hotel,46.60603831,1,2,139.81811493
17157,2015,11,6,City Hotel,-8.870458454,1,2,-26.611375361999997
17158,2015,11,6,City Hotel,108.1679642,0,1,108.1679642
17159,2015,11,6,City Hotel,52.36673238,1,2,157.10019714
17160,2015,11,6,City Hotel,105.1943618,0,1,105.1943618
17161,2015,11,6,City Hotel,117.2387547,0,2,234.4775094
17162,2015,11,6,City Hotel,96.86536991,0,1,96.86536991
17163,2015,11,6,City Hotel,96.4435935,0,1,96.4435935
17164,2015,11,6,City Hotel,118.4727916,0,1,118.4727916
17165,2015,11,6,City Hotel,102.8203906,0,2,205.6407812
17167,2015,11,6,City Hotel,80.28313514,0,2,160.56627028
17168,2015,11,6,City Hotel,80.05788395,0,2,160.1157679
17169,2015,11,6,City Hotel,101.1537228,0,2,202.3074456
17171,2015,11,7,Resort Hotel,79.41991407,2,6,635.35931256
17172,2015,11,7,Resort Hotel,11.25864346,2,6,90.06914768
17173,2015,11,7,Resort Hotel,12.54133577,2,6,100.33068616
17174,2015,11,7,Resort Hotel,20.49850461,2,6,163.98803688
17175,2015,11,7,Resort Hotel,31.85127548,2,6,254.81020384
17176,2015,11,7,Resort Hotel,16.22477264,2,6,129.79818112
17177,2015,11,7,Resort Hotel,58.938741099999994,2,6,471.50992879999995
17178,2015,11,7,Resort Hotel,-25.85339899,2,6,-206.82719192
17179,2015,11,7,Resort Hotel,57.11318893,2,6,456.90551144
17180,2015,11,7,Resort Hotel,22.38559726,2,6,179.08477808
17181,2015,11,7,Resort Hotel,16.64504724,2,6,133.16037792
17182,2015,11,7,Resort Hotel,26.86332424,2,6,214.90659392
17183,2015,11,7,Resort Hotel,31.06981619,2,6,248.55852952
17184,2015,11,7,Resort Hotel,20.16246728,2,6,161.29973824
17185,2015,11,7,Resort Hotel,12.79693818,2,6,102.37550544
17186,2015,11,7,Resort Hotel,26.75651189,2,6,214.05209512
17187,2015,11,7,City Hotel,84.38803727,1,1,168.77607454
17188,2015,11,7,Resort Hotel,7.57315013,2,6,60.58520104
17189,2015,11,7,Resort Hotel,33.35857261,2,6,266.86858088
17190,2015,11,7,Resort Hotel,29.95408467,2,6,239.63267736
17191,2015,11,7,Resort Hotel,32.52199176,2,6,260.17593408
17192,2015,11,7,Resort Hotel,99.22803744,2,1,297.68411232
17193,2015,11,7,City Hotel,80.83939045,0,1,80.83939045
17194,2015,11,7,Resort Hotel,24.96462229,2,6,199.71697832
17195,2015,11,7,City Hotel,76.68365218,2,1,230.05095654
17196,2015,11,7,City Hotel,75.87784136,2,1,227.63352408000003
17197,2015,11,7,City Hotel,81.70367243,2,1,245.11101729
17198,2015,11,7,City Hotel,66.82727318,2,2,267.30909272
17199,2015,11,7,City Hotel,12.07987457,0,0,0.0
17200,2015,11,7,Resort Hotel,64.8209179,2,6,518.5673432
17201,2015,11,7,City Hotel,71.00427843,2,2,284.01711372
17202,2015,11,7,City Hotel,72.82095788,2,2,291.28383152
17203,2015,11,7,City Hotel,30.13726766,2,5,210.96087362
17204,2015,11,7,City Hotel,82.19267484,0,1,82.19267484
17205,2015,11,7,Resort Hotel,84.52884379999999,2,5,591.7019065999999
17206,2015,11,7,Resort Hotel,54.69114347,8,20,1531.35201716
17207,2015,11,7,City Hotel,93.28042715,1,1,186.5608543
17208,2015,11,7,City Hotel,5.728810905,0,0,0.0
17209,2015,11,7,Resort Hotel,15.97096273,0,1,15.97096273
17210,2015,11,7,Resort Hotel,52.27460789,0,1,52.27460789
17211,2015,11,7,Resort Hotel,38.38812747,3,6,345.49314723
17212,2015,11,7,Resort Hotel,31.40074188,0,1,31.40074188
17213,2015,11,7,Resort Hotel,20.48894018,0,1,20.48894018
17214,2015,11,7,Resort Hotel,28.6715274,0,1,28.6715274
17215,2015,11,7,Resort Hotel,23.35479677,0,1,23.35479677
17216,2015,11,7,Resort Hotel,40.364200200000006,0,1,40.364200200000006
17217,2015,11,7,City Hotel,126.263586,2,1,378.790758
17218,2015,11,7,Resort Hotel,58.93587506,0,1,58.93587506
17219,2015,11,7,Resort Hotel,29.93059907,2,6,239.44479256
17220,2015,11,7,Resort Hotel,62.06046112,2,5,434.42322784
17222,2015,11,7,Resort Hotel,25.63734808,2,6,205.09878464
17223,2015,11,7,Resort Hotel,23.16201285,2,6,185.2961028
17226,2015,11,7,Resort Hotel,22.41755952,2,6,179.34047616
17229,2015,11,7,Resort Hotel,27.07819717,2,6,216.62557736
17230,2015,11,7,Resort Hotel,17.019188500000002,2,6,136.15350800000002
17234,2015,11,7,City Hotel,57.67762378,1,1,115.35524756
17237,2015,11,7,City Hotel,61.62024224,1,1,123.24048448
17238,2015,11,7,City Hotel,52.4068348,1,1,104.8136696
17239,2015,11,7,City Hotel,53.49069245,1,1,106.9813849
17243,2015,11,7,City Hotel,73.96844478,1,1,147.93688956
17245,2015,11,7,Resort Hotel,19.28725383,2,6,154.29803064
17246,2015,11,7,City Hotel,40.70112801,1,1,81.40225602
17248,2015,11,7,City Hotel,47.79901151,1,1,95.59802302
17249,2015,11,7,City Hotel,59.74779718,1,1,119.49559436
17250,2015,11,7,City Hotel,60.71251688,1,1,121.42503376
17252,2015,11,7,City Hotel,71.03988461,1,1,142.07976922
17255,2015,11,7,Resort Hotel,58.29697084,4,6,582.9697084
17256,2015,11,7,Resort Hotel,15.82651806,2,6,126.61214448
17257,2015,11,7,Resort Hotel,14.43725624,2,6,115.49804992
17262,2015,11,7,Resort Hotel,26.26216222,2,5,183.83513554
17263,2015,11,7,Resort Hotel,42.44560841,2,3,212.22804205
17264,2015,11,7,Resort Hotel,79.44098937,2,3,397.20494685
17265,2015,11,7,Resort Hotel,103.1021085,2,1,309.3063255
17266,2015,11,7,Resort Hotel,106.80493510000001,1,1,213.60987020000002
17267,2015,11,7,Resort Hotel,69.73617069,0,1,69.73617069
17270,2015,11,7,Resort Hotel,46.3316302,0,1,46.3316302
17273,2015,11,7,Resort Hotel,26.40435985,0,1,26.40435985
17274,2015,11,7,Resort Hotel,47.51077125,0,1,47.51077125
17275,2015,11,7,Resort Hotel,0.0,0,0,0.0
17280,2015,11,7,Resort Hotel,0.144207477,2,6,1.153659816
17281,2015,11,8,Resort Hotel,32.57572189,2,4,195.45433133999998
17283,2015,11,8,City Hotel,4.876288655,0,0,0.0
17285,2015,11,8,Resort Hotel,19.32558577,2,5,135.27910039
17286,2015,11,8,Resort Hotel,62.97644884,2,1,188.92934652000002
17287,2015,11,8,City Hotel,90.40575017,1,0,90.40575017
17288,2015,11,8,Resort Hotel,48.20539666,2,5,337.43777661999997
17289,2015,11,8,Resort Hotel,60.53485455,1,0,60.53485455
17290,2015,11,8,Resort Hotel,1.723641235,2,5,12.065488645
17291,2015,11,8,Resort Hotel,22.51357983,6,15,472.78517643000004
17292,2015,11,8,Resort Hotel,50.69129021,2,5,354.83903147
17293,2015,11,8,Resort Hotel,65.33637951,1,0,65.33637951
17294,2015,11,8,Resort Hotel,65.07270796,1,0,65.07270796
17295,2015,11,8,Resort Hotel,33.77195819,2,5,236.40370733
17296,2015,11,8,Resort Hotel,63.03504529,2,5,441.24531703
17297,2015,11,8,City Hotel,114.15855479999999,2,0,228.31710959999998
17298,2015,11,8,City Hotel,79.62094249,1,0,79.62094249
17299,2015,11,8,City Hotel,75.41836574,2,2,301.67346296
17300,2015,11,8,City Hotel,75.32687997,2,2,301.30751988
17301,2015,11,8,Resort Hotel,64.65171008,2,2,258.60684032
17302,2015,11,8,City Hotel,82.60925887,2,2,330.43703548
17303,2015,11,8,City Hotel,106.3311827,2,2,425.3247308
17304,2015,11,8,City Hotel,61.83300689,2,3,309.16503445
17306,2015,11,8,City Hotel,68.46122093,2,1,205.38366279
17307,2015,11,8,City Hotel,67.47834279,2,3,337.39171395
17308,2015,11,8,Resort Hotel,39.67149089,2,5,277.70043623000004
17309,2015,11,8,Resort Hotel,34.79798122,2,5,243.58586853999998
17310,2015,11,8,City Hotel,103.2787847,2,3,516.3939235
17311,2015,11,8,Resort Hotel,22.60035871,2,5,158.20251097
17312,2015,11,8,Resort Hotel,22.87012362,2,5,160.09086534
17313,2015,11,8,City Hotel,107.1379822,2,3,535.6899109999999
17314,2015,11,8,City Hotel,79.88082147,1,0,79.88082147
17315,2015,11,8,City Hotel,98.23797438,2,3,491.18987189999996
17316,2015,11,8,City Hotel,76.03063945,2,3,380.15319724999995
17319,2015,11,8,Resort Hotel,39.03236632,2,5,273.22656424
17320,2015,11,8,Resort Hotel,75.58412051,2,4,453.50472306000006
17321,2015,11,8,Resort Hotel,70.54082085,2,4,423.24492510000005
17322,2015,11,8,Resort Hotel,14.91660665,2,5,104.41624655
17323,2015,11,8,Resort Hotel,53.39305836,2,5,373.75140852
17324,2015,11,8,Resort Hotel,26.867116999999997,2,5,188.06981899999997
17326,2015,11,8,Resort Hotel,32.806785999999995,2,5,229.64750199999997
17327,2015,11,8,City Hotel,62.02133115,2,1,186.06399345
17328,2015,11,8,Resort Hotel,105.1729909,2,0,210.3459818
17331,2015,11,8,Resort Hotel,38.42120188,2,5,268.94841316
17333,2015,11,8,City Hotel,89.28645161,2,5,625.00516127
